Episode Index,Episode Id,Episode Length (ms),Episode Minutes,Episode Seconds,Episode Date,Episode Name,Episode Description,Track ID,Song,Performer,Track Popularity,Track Release Date,Explicit,Danceability,Energy,Key,Loudness,Mode,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Duration (ms),Track Minutes,Track Seconds,Time Signature
32,4lf69YnKNoS6kDD3hN6G8S,1904915,31,44,11/11/2020,Re-issue: Phoebe Bridgers - Scott Street,"This episode is a little different. It’s a re-issue of Phoebe Bridgers’ Song Exploder episode from January 2019, along with a brand new segment where she and I talk about dealing with writer’s block.  Phoebe Bridgers is a singer-songwriter from Los Angeles. In September 2017, she released her debut album, Stranger in the Alps. One of the breakout songs from that album was “Scott Street,” a song Phoebe co-wrote with her drummer, Marshall Vore. Coming up first in this episode, Phoebe and Marshall break down how that song went from an unfinished cassette recording, to an acoustic demo, and then finally to the album version.  And then, after that, after you hear ""Scott Street"" in its entirety, Phoebe and I talk about writer’s block: what causes it for her, and how’s she’s dealt with it. So stick around after the full song to hear that conversation.  songexploder.net/phoebe-bridgers",,,,,,,,,,,,,,,,,,,,
33,5Q2l5CDRX2zhcAU43TU2UT,1306450,21,46,11/4/2020,Deftones - Ohms,"Deftones are a Grammy-winning band from Sacramento who’ve sold over ten million albums. Their ninth album, Ohms, came out this year, on September 25th, 2020. In this episode, singer Chino Moreno breaks down how the title track came together, and how they literally went back to where things started in order to create it.  songexploder.net/deftones",0h6vLT1rLneoc5I4sOxvB1,ohms,deftones,57,9/25/2020,0,0.112,0.978,4,-2.64,1,0.000108,0.0241,0.117,0.371,173.097,250222,4,10,3
34,3YfwPP44f8gkKzQ0FaKPhV,1311047,21,51,10/21/2020,Run the Jewels - JU$T,"Rapper Killer Mike and rapper/producer El-P first met in 2011. They both had established rap careers, but they entered a new era when they started making music together as Run the Jewels in 2013. They’ve been nominated for a Grammy, and they released their fourth album, RTJ4, in June 2020. Like all of their albums, they made it available to download for free. In this episode, El-P and Killer Mike break down the song ""JU$T,"" which features guest vocals from their frequent collaborator, Zack de la Rocha from Rage Against the Machine, and guest vocals from Pharrell Williams.  songexploder.net/run-the-jewels",10vS4ZLi4XWlIsNXSQXgqh,ju$t (feat. pharrell williams & zack de la rocha),pharrell williams,55,6/3/2020,1,0.68,0.501,6,-7.31,0,0.024,8.58e-05,0.162,0.392,132.416,205160,3,25,4
35,5mwHgwkE1vawvF37xeMqKj,1092402,18,12,10/7/2020,Dua Lipa - Levitating,"Dua Lipa is a Grammy-winning singer and songwriter from London. Her second album, Future Nostalgia, came out in March 2020. It hit #1 on the charts in thirteen countries, and it was shortlisted for the UK’s Mercury Prize.  Dua co-wrote the song ""Levitating"" with some of her closest collaborators, including producer Stephen Kozmeniuk, AKA Koz. In this episode, Dua and Koz break down “Levitating” and how Dua’s childhood memories shaped its sound.  songexploder.net/dua-lipa",4rPkN1FMzQyFNP9cLUGIIB,love again,dua lipa,79,3/27/2020,0,0.659,0.667,11,-4.668,0,0.00173,2.85e-05,0.1,0.468,115.982,258004,4,18,4
36,7kmynUfH8lB5CeBT4Og6xZ,1201333,20,1,9/23/2020,Selena Gomez - Lose You to Love Me,"Selena Gomez is a singer, songwriter, and actress, who’s spent most of her life in the public eye. She started her acting career as a child, and put out her first albums as a teenager. She’s had three number one albums and eight Top 10 hits, and in 2017, Billboard named her Woman of the Year. At one point, she was the most followed person on Instagram, and the details of her life are constantly discussed in tabloid headlines.  So, when your private life is that public, how do you write a song about something as personal as heartbreak? Selena teamed up with the Grammy-winning production duo Mattman & Robin, who she’d worked with before. And she turned to her longtime songwriting collaborators, Julia Michaels and Justin Tranter. Julia Michaels is also a Grammy-nominated artist in her own right, and Justin Tranter, also a Grammy nominee, was named BMI’s 2017 Pop Songwriter of the Year. The three of them have written 10 songs together, including this one, “Lose You to Love Me.” The song came out in October 2019, and went on to become Selena’s first number-one hit. It went double-platinum in the US, and was named one of the best songs of the year by Vulture and Billboard. In this episode, Selena, Julia and Justin break down how the song came to be, from the first writing session to the final production touches from Finneas.  songexploder.net/selena-gomez",4l0Mvzj72xxOpRrp6h8nHi,lose you to love me,selena gomez,83,1/10/2020,0,0.488,0.343,4,-8.985,1,0.556,0,0.21,0.0978,102.819,206459,3,26,4
37,3gobz3LV8CyO108iBsISyL,1353496,22,33,9/16/2020,Reissue: Ludwig Göransson - Black Panther,"On August 28, 2020, actor Chadwick Boseman died. He was only 43 years old. Unbeknownst to many, even some of his closest collaborators, he’d been battling colon cancer since 2016. His family released a statement, and in it, they said, ""It was the honor of his career to bring King T’Challa to life in Black Panther."" After hearing the news, I went back and re-watched the movie, and I don’t know, it was a completely different experience this time. I went and listened to the score again, and that had changed for me, too. So, I wanted to back and share this episode from 2018, about a piece of the film’s score by composer Ludwig Göransson. It’s one of my favorites, and since it first aired, Ludwig went on to win the Grammy and Oscar for the Black Panther score.  I hope you enjoy this re-visiting this episode, and I hope it makes you remember how great Black Panther is, and how great Chadwick Boseman is in it, in a role that defined a career that was way too short.  · · ·  Marvel’s Black Panther was released in theaters on February 16, 2018, and in just a few weeks, it made over a billion dollars worldwide. It’s already broken some box office records and it looks like it’s going to break some more. The score for the film was created by Swedish composer Ludwig Göransson. His film and tv credits include Creed and New Girl. He’s also Grammy-nominated producer, who’s worked most often with rapper Childish Gambino. In this episode, Ludwig takes apart one of his pieces from Black Panther. The track is called ""Killmonger,"" and it’s the theme for Erik Killmonger, a character played by Michael B. Jordan. Black Panther is set in the fictional African nation of Wakanda, and coming up, Ludwig tells the story of doing research and making recordings in Africa, and how he incorporated that into the score for the film.  For more, visit songexploder.net/black-panther",,,,,,,,,,,,,,,,,,,,
38,1vfybjhbPbL4SCnO9gtbwE,1275103,21,15,9/9/2020,Kelly Lee Owens - On,"Kelly Lee Owens is an electronic music producer and songwriter originally from Wales. She’s released two critically acclaimed albums and done remixes for Björk and St. Vincent. Her most recent album is is called Inner Song. It came out in August, following what Kelly described as the hardest three years of her life. In this episode, she takes apart her song ""On,"" and explains how its tone and shifts mirrored her journey processing her own trauma.  songexploder.net/kelly-lee-owens",4MaBP3PW8tLbvhY1UkA1fS,on,kelly lee owens,1,8/28/2020,0,0.692,0.403,7,-12.829,1,0.042,0.721,0.07,0.37,130.988,357240,5,57,4
39,4x1xulL5m8IFAma0fn2nX4,1108598,18,28,8/26/2020,Black Pumas - Colors,"Black Pumas formed in Austin, Texas in 2017, when singer Eric Burton met producer Adrian Quesada. Their self-titled debut was released in June 2019, and got them a Grammy nomination for Best New Artist. In this episode, they break down their hit song “Colors,” which Eric started writing ten years ago, when he was first learning how to play guitar.  songexploder.net/black-pumas",6vaSStNN5NX4nJ4QbRY3S0,colors,black pumas,45,6/21/2019,0,0.391,0.692,1,-6.543,0,0.0946,1.58e-05,0.191,0.56,180.029,246587,4,6,4
40,0bo4uVhzB44eIT2Pq9drNs,1147521,19,7,8/12/2020,The 1975 - The Birthday Party,"The 1975 are a band from Manchester, England, made up of Matty Healy, Adam Hann, Ross MacDonald, and George Daniel. They started playing music together in 2002, when they were teenagers. Since then, they’ve released four albums, won three Brit awards, and gotten two Grammy nominations. Their most recent album, Notes on a Conditional Form, came out in May 2020. In this episode, Matty and George break down how they made the song “The Birthday Party.”  songexploder.net/the-1975",3qZwJ1SiY32JW70JqgiFbY,the birthday party,the 1975,51,2/19/2020,1,0.639,0.468,2,-9.736,1,0.075,0.374,0.169,0.521,134.077,277897,4,37,4
41,3vhfc7dRe6y8vwPhJFIN35,1122861,18,42,7/29/2020,Waxahatchee - Fire,"Katie Crutchfield is a singer and songwriter from Birmingham, Alabama. She’s been making music under the name Waxahatchee since 2010. Her fifth album, Saint Cloud, came out this past March. Pitchfork named it Best New Music, and The Guardian called it the best album of the year so far. In this episode, Katie breaks down how she made the song “Fire.""  songexploder.net/waxahatchee",2QUEBOSGpKpL6bzzbQiwwo,fire,waxahatchee,0,3/27/2020,0,0.613,0.454,7,-11.808,1,0.681,6.65e-06,0.137,0.196,85.075,217373,3,37,4
42,4ZtiBm7sOfHxmcyKiFk3Du,1580082,26,20,7/15/2020,Khruangbin - So We Won't Forget,"Khruangbin is a band from Houston, Texas, who first formed in 2010. NME called them the ""low key superstars"" of psychedelic music. They’ve released three albums. The most recent, which came out in June 2020, is called Mordechai.  In the past, most of Khruangbin’s songs have been instrumental, or if they did have vocals, they'd be minimal. Their new album is different. It features vocals prominently, and in this episode, the three of them explain their philosophy on vocals and their process on writing lyrics. I spoke to each of them to get their perspective on how they made the song ""So We Won’t Forget.""  songexploder.net/khruangbin",6dw8ETrtlFSrkzw6W8cWxN,so we won't forget,khruangbin,12,6/26/2020,0,0.647,0.414,2,-13.219,1,0.0309,0.85,0.183,0.967,101.301,298333,4,58,4
43,269nyG1e4Xkhl1TWmS1iv6,1638100,27,18,7/1/2020,"Apparat - Goodbye (Theme from ""Dark"")","The Netflix original series Dark debuted in December 2017. It’s a really mysterious, mind-bending German science fiction show with a unique tone. A big part of that tone is announced every episode with the music in the show’s opening title sequence. It’s the song “Goodbye,” by German electronic artist Apparat, the solo project of Sascha Ring. This song actually came out years ago, on the 2011 Apparat album The Devil’s Walk. Since then, before it was used as the theme song for Dark, it’s been featured in a bunch of films and commercials, and notably, in the Season 4 finale of Breaking Bad. The final season of Dark just came out last week, so I wanted to find out how the show’s theme music was made. “Goodbye” features vocals from Anja Plaschg, an Austrian artist who makes music under the name Soap&Skin. In this episode, Sascha and Anja break down how the song was created.  songexploder.net/apparat",3wAEhWSx5GvfCkqJ1SPA5S,"goodbye (feat. soap&skin) [theme from dark, a netflix original series]",soap&skin,45,,0,0.482,0.457,1,-13.99,0,0.406,0.618,0.297,0.202,87.166,256787,4,16,4
44,4vGzSu6XetqxaUhBdMExyC,1296288,21,36,6/17/2020,"Mobb Deep - Shook Ones, Pt. II","The rappers Prodigy and Havoc met when they were still in high school in New York. Havoc grew up in Queensbridge, the biggest public housing projects in the country, and as a teenager, Prodigy lived there for a while, too. The two of them formed Mobb Deep in 1991.  In 1995, they put out their second album, The Infamous. It was a success when it came out, but in the 25 years since then, the influence of the album has only grown. Complex named it one of the 10 best rap albums of the 90s, and Pitchfork gave the album a rare perfect score, 10 out of 10. The Washington Post called it a “masterpiece” of hardcore rap, and in Slate, it was called one of the best albums of the ‘90s, and one of the best hip-hop albums ever made.  Their biggest song from the album was “Shook Ones, Pt. II.” Havoc made the now-legendary beat that he and Prodigy rap over. To celebrate the 25th anniversary, Havoc told me the story of how the whole song came together. Prodigy passed away in 2017, from complications due to sickle-cell anemia, a debilitating disease he’d battled his entire life. But the legacy of Mobb Deep lives on. A new, expanded, 25th anniversary edition of The Infamous just came out in April.  songexploder.net/mobb-deep",33ZXjLCpiINn8eQIDYEPTD,"shook ones, pt. ii",mobb deep,77,4/25/1995,1,0.763,0.786,10,-6.472,0,0.0146,0.0114,0.0817,0.504,93.857,325507,5,25,4
45,06m9sn0oj980wAQ1HCgCAl,1323899,22,3,6/4/2020,Reissue: Michael Kiwanuka - Black Man in a White World,"Instead of a new episode this week, revisiting this episode originally published in May 2017. Please consider donating to local and national organizations engaged in the work of racial equality. Here are some links:   American Civil Liberties Union NAACP Legal Defense and Educational Fund Community Bail Funds   Michael Kiwanuka is a singer/songwriter from London. His second album, Love and Hate, came out in 2016, and was named one of the Best Albums of the Year from the BBC, NME, The Guardian, GQ, and more. One of the songs on the album was used as the theme for the hit HBO series Big Little Lies. In this episode, Michael breaks down the song ""Black Man in a White World.""  songexploder.net/michael-kiwanuka",,,,,,,,,,,,,,,,,,,,
46,0qyMVwi5gYwVS0OCbYWk80,1069650,17,49,5/20/2020,100 gecs - Money Machine,"100 gecs is a duo, made up of Laura Les and Dylan Brady. In 2016, they put out an EP called 100 gecs, and three years later, they released their first album, called 1000 gecs. It was named the Best Album of 2019 in Vice and in The New York Times. It was also on year-end lists in Rolling Stone, Pitchfork, Stereogum and more. Dylan lives in Los Angeles, and Laura in Chicago—they work remotely, sending files back and forth to each other. In this episode, the two of them break down how they made the song ""Money Machine.""  songexploder.net/100-gecs",61bwFjzXGG1x2aZsANdLyl,money machine,dylan brady,70,5/31/2019,1,0.68,0.659,6,-7.186,1,0.229,0,0.474,0.75,98.877,114460,1,54,4
