FIPS,State,Year,Total Population,Labor Force Population,Employed,Unemployed
40,Oklahoma,2007,"2,745,396   ","1,739,154   ","1,670,113   ","69,041   "
41,Oregon,2007,"2,919,496   ","1,907,997   ","1,809,129   ","98,868   "
42,Pennsylvania,2007,"9,886,669   ","6,384,094   ","6,090,513   ","293,581   "
44,Rhode Island,2007,"834,745   ","569,883   ","540,744   ","29,139   "
45,South Carolina,2007,"3,405,022   ","2,167,128   ","2,045,344   ","121,784   "
46,South Dakota,2007,"599,709   ","433,189   ","420,861   ","12,328   "
47,Tennessee,2007,"4,768,434   ","3,047,654   ","2,906,077   ","141,577   "
48,Texas,2007,"17,519,152   ","11,530,784   ","11,027,044   ","503,740   "
49,Utah,2007,"1,856,699   ","1,347,530   ","1,312,979   ","34,551   "
50,Vermont,2007,"500,130   ","351,859   ","338,213   ","13,646   "
51,Virginia,2007,"5,918,839   ","4,077,292   ","3,951,277   ","126,015   "
53,Washington,2007,"5,004,379   ","3,395,364   ","3,238,965   ","156,399   "
54,West Virginia,2007,"1,461,935   ","808,237   ","772,017   ","36,220   "
55,Wisconsin,2007,"4,353,098   ","3,082,366   ","2,933,930   ","148,436   "
56,Wyoming,2007,"411,488   ","295,725   ","287,623   ","8,102   "
01,Alabama,2008,"3,636,288   ","2,199,991   ","2,070,031   ","129,960   "
02,Alaska,2008,"502,080   ","355,598   ","332,559   ","23,039   "
04,Arizona,2008,"4,729,441   ","3,020,850   ","2,846,865   ","173,985   "
05,Arkansas,2008,"2,197,607   ","1,363,026   ","1,289,448   ","73,578   "
06,California,2008,"27,858,490   ","18,367,359   ","17,034,912   ","1,332,447   "
08,Colorado,2008,"3,737,384   ","2,707,692   ","2,577,260   ","130,432   "
09,Connecticut,2008,"2,760,360   ","1,898,576   ","1,791,857   ","106,719   "
10,Delaware,2008,"685,784   ","454,523   ","432,555   ","21,968   "
11,District of Columbia,2008,"484,649   ","338,728   ","316,700   ","22,028   "
12,Florida,2008,"14,684,022   ","9,313,307   ","8,727,506   ","585,801   "
13,Georgia,2008,"7,114,104   ","4,808,397   ","4,501,493   ","306,904   "
15,Hawaii,2008,"1,017,740   ","665,110   ","638,047   ","27,063   "
16,Idaho,2008,"1,136,380   ","761,344   ","723,530   ","37,814   "
17,Illinois,2008,"9,777,045   ","6,623,743   ","6,195,225   ","428,518   "
18,Indiana,2008,"4,899,433   ","3,256,393   ","3,064,708   ","191,685   "
19,Iowa,2008,"2,330,701   ","1,689,415   ","1,619,952   ","69,463   "
20,Kansas,2008,"2,115,617   ","1,492,499   ","1,424,553   ","67,946   "
21,Kentucky,2008,"3,300,963   ","2,036,279   ","1,904,187   ","132,092   "
22,Louisiana,2008,"3,369,869   ","2,077,488   ","1,980,828   ","96,660   "
23,Maine,2008,"1,069,064   ","705,690   ","667,847   ","37,843   "
24,Maryland,2008,"4,403,581   ","3,056,843   ","2,925,330   ","131,513   "
25,Massachusetts,2008,"5,145,129   ","3,443,949   ","3,261,415   ","182,534   "
26,Michigan,2008,"7,723,884   ","4,890,848   ","4,490,168   ","400,680   "
27,Minnesota,2008,"4,051,481   ","2,915,355   ","2,757,599   ","157,756   "
28,Mississippi,2008,"2,203,487   ","1,301,985   ","1,214,914   ","87,071   "
29,Missouri,2008,"4,562,772   ","3,057,113   ","2,869,787   ","187,326   "
30,Montana,2008,"764,643   ","514,562   ","490,487   ","24,075   "
31,Nebraska,2008,"1,364,547   ","996,118   ","963,903   ","32,215   "
32,Nevada,2008,"2,025,339   ","1,406,367   ","1,309,453   ","96,914   "
33,New Hampshire,2008,"1,043,442   ","738,310   ","710,619   ","27,691   "
34,New Jersey,2008,"6,774,763   ","4,521,751   ","4,277,489   ","244,262   "
35,New Mexico,2008,"1,525,784   ","945,619   ","904,195   ","41,424   "
36,New York,2008,"15,211,858   ","9,611,653   ","9,094,555   ","517,098   "
37,North Carolina,2008,"7,103,717   ","4,626,375   ","4,353,233   ","273,142   "
38,North Dakota,2008,"510,999   ","378,963   ","367,443   ","11,520   "
39,Ohio,2008,"8,919,969   ","5,995,596   ","5,602,048   ","393,548   "
40,Oklahoma,2008,"2,776,180   ","1,761,547   ","1,698,274   ","63,273   "
41,Oregon,2008,"2,962,808   ","1,946,183   ","1,824,034   ","122,149   "
42,Pennsylvania,2008,"9,953,994   ","6,484,086   ","6,136,534   ","347,552   "
44,Rhode Island,2008,"835,281   ","566,960   ","523,792   ","43,168   "
45,South Carolina,2008,"3,475,376   ","2,175,274   ","2,025,641   ","149,633   "
46,South Dakota,2008,"605,576   ","434,912   ","421,598   ","13,314   "
47,Tennessee,2008,"4,831,311   ","3,067,902   ","2,869,477   ","198,425   "
48,Texas,2008,"17,889,906   ","11,782,209   ","11,210,755   ","571,454   "
49,Utah,2008,"1,895,851   ","1,354,743   ","1,309,543   ","45,200   "
50,Vermont,2008,"502,250   ","352,474   ","336,788   ","15,686   "
51,Virginia,2008,"5,996,951   ","4,171,504   ","4,001,991   ","169,513   "
53,Washington,2008,"5,087,664   ","3,455,916   ","3,277,816   ","178,100   "
54,West Virginia,2008,"1,468,685   ","810,940   ","774,547   ","36,393   "
55,Wisconsin,2008,"4,383,183   ","3,092,766   ","2,940,891   ","151,875   "
56,Wyoming,2008,"420,073   ","301,436   ","292,416   ","9,020   "
01,Alabama,2009,"3,671,659   ","2,171,225   ","1,959,701   ","211,524   "
02,Alaska,2009,"512,350   ","358,988   ","330,809   ","28,179   "
04,Arizona,2009,"4,793,262   ","3,056,319   ","2,759,292   ","297,027   "
05,Arkansas,2009,"2,216,349   ","1,360,164   ","1,255,195   ","104,969   "
06,California,2009,"28,233,194   ","18,430,785   ","16,317,811   ","2,112,974   "
08,Colorado,2009,"3,804,184   ","2,714,093   ","2,497,997   ","216,096   "
09,Connecticut,2009,"2,784,233   ","1,908,696   ","1,751,195   ","157,501   "
10,Delaware,2009,"694,761   ","444,228   ","407,901   ","36,327   "
11,District of Columbia,2009,"493,949   ","342,159   ","309,461   ","32,698   "
12,Florida,2009,"14,823,259   ","9,197,903   ","8,256,432   ","941,471   "
13,Georgia,2009,"7,205,868   ","4,712,977   ","4,244,935   ","468,042   "
15,Hawaii,2009,"1,029,711   ","658,601   ","615,748   ","42,853   "
16,Idaho,2009,"1,152,486   ","768,290   ","698,658   ","69,632   "
17,Illinois,2009,"9,837,829   ","6,569,358   ","5,914,561   ","654,797   "
18,Indiana,2009,"4,935,567   ","3,223,220   ","2,894,655   ","328,565   "
19,Iowa,2009,"2,346,129   ","1,686,943   ","1,577,433   ","109,510   "
20,Kansas,2009,"2,133,696   ","1,516,614   ","1,409,522   ","107,092   "
21,Kentucky,2009,"3,321,190   ","2,060,598   ","1,841,489   ","219,109   "
22,Louisiana,2009,"3,408,382   ","2,080,582   ","1,941,423   ","139,159   "
23,Maine,2009,"1,072,450   ","701,233   ","642,949   ","58,284   "
24,Maryland,2009,"4,449,961   ","3,073,166   ","2,853,987   ","219,179   "
25,Massachusetts,2009,"5,192,760   ","3,448,726   ","3,167,783   ","280,943   "
26,Michigan,2009,"7,717,411   ","4,855,150   ","4,199,784   ","655,366   "
27,Minnesota,2009,"4,084,893   ","2,929,503   ","2,703,117   ","226,386   "
28,Mississippi,2009,"2,218,414   ","1,275,678   ","1,157,722   ","117,956   "
29,Missouri,2009,"4,595,123   ","3,060,865   ","2,782,317   ","278,548   "
30,Montana,2009,"772,372   ","503,970   ","468,135   ","35,835   "
31,Nebraska,2009,"1,377,287   ","994,670   ","948,668   ","46,002   "
32,Nevada,2009,"2,054,932   ","1,386,252   ","1,232,890   ","153,362   "
33,New Hampshire,2009,"1,048,430   ","733,593   ","689,176   ","44,417   "
34,New Jersey,2009,"6,825,719   ","4,572,772   ","4,167,938   ","404,834   "
35,New Mexico,2009,"1,546,331   ","936,477   ","870,351   ","66,126   "
36,New York,2009,"15,286,122   ","9,648,586   ","8,836,990   ","811,596   "
37,North Carolina,2009,"7,222,426   ","4,662,548   ","4,157,914   ","504,634   "
38,North Dakota,2009,"517,343   ","378,415   ","363,635   ","14,780   "
39,Ohio,2009,"8,942,899   ","5,904,242   ","5,299,638   ","604,604   "
40,Oklahoma,2009,"2,811,523   ","1,788,782   ","1,672,136   ","116,646   "
41,Oregon,2009,"2,999,342   ","1,957,991   ","1,749,576   ","208,415   "
42,Pennsylvania,2009,"10,013,368   ","6,434,166   ","5,918,325   ","515,841   "
44,Rhode Island,2009,"838,184   ","567,454   ","503,921   ","63,533   "
45,South Carolina,2009,"3,530,767   ","2,176,789   ","1,937,493   ","239,296   "
46,South Dakota,2009,"610,946   ","439,743   ","419,499   ","20,244   "
47,Tennessee,2009,"4,879,368   ","3,050,382   ","2,733,219   ","317,163   "
48,Texas,2009,"18,262,198   ","12,030,605   ","11,115,839   ","914,766   "
49,Utah,2009,"1,928,868   ","1,359,159   ","1,255,748   ","103,411   "
50,Vermont,2009,"504,382   ","359,499   ","336,017   ","23,482   "
51,Virginia,2009,"6,080,651   ","4,186,500   ","3,902,462   ","284,038   "
53,Washington,2009,"5,172,403   ","3,530,397   ","3,210,368   ","320,029   "
54,West Virginia,2009,"1,475,795   ","815,892   ","750,914   ","64,978   "
55,Wisconsin,2009,"4,410,579   ","3,107,613   ","2,832,958   ","274,655   "
56,Wyoming,2009,"428,647   ","304,857   ","285,709   ","19,148   "
01,Alabama,2010,"3,705,219   ","2,215,931   ","1,986,101   ","229,830   "
02,Alaska,2010,"518,596   ","360,841   ","331,895   ","28,946   "
04,Arizona,2010,"4,849,921   ","3,048,043   ","2,732,149   ","315,894   "
05,Arkansas,2010,"2,235,623   ","1,355,418   ","1,249,254   ","106,164   "
06,California,2010,"28,610,792   ","18,363,548   ","16,096,140   ","2,267,408   "
08,Colorado,2010,"3,859,878   ","2,711,519   ","2,463,008   ","248,511   "
09,Connecticut,2010,"2,809,011   ","1,918,073   ","1,735,686   ","182,387   "
10,Delaware,2010,"703,268   ","436,163   ","399,917   ","36,246   "
11,District of Columbia,2010,"504,628   ","347,000   ","313,065   ","33,935   "
12,Florida,2010,"14,998,978   ","9,246,529   ","8,205,377   ","1,041,152   "
13,Georgia,2010,"7,296,428   ","4,687,372   ","4,199,634   ","487,738   "
15,Hawaii,2010,"1,043,990   ","660,816   ","616,411   ","44,405   "
16,Idaho,2010,"1,166,351   ","765,440   ","695,535   ","69,905   "
17,Illinois,2010,"9,898,139   ","6,601,932   ","5,914,278   ","687,654   "
18,Indiana,2010,"4,970,539   ","3,179,227   ","2,861,071   ","318,156   "
19,Iowa,2010,"2,361,787   ","1,676,874   ","1,574,856   ","102,018   "
20,Kansas,2010,"2,150,285   ","1,500,707   ","1,396,228   ","104,479   "
21,Kentucky,2010,"3,348,232   ","2,064,566   ","1,851,579   ","212,987   "
22,Louisiana,2010,"3,443,001   ","2,089,869   ","1,934,492   ","155,377   "
23,Maine,2010,"1,075,265   ","699,120   ","640,480   ","58,640   "
24,Maryland,2010,"4,504,427   ","3,087,395   ","2,847,701   ","239,694   "
25,Massachusetts,2010,"5,242,477   ","3,469,441   ","3,187,963   ","281,478   "
26,Michigan,2010,"7,726,186   ","4,770,762   ","4,161,342   ","609,420   "
27,Minnesota,2010,"4,116,599   ","2,943,179   ","2,725,505   ","217,674   "
28,Mississippi,2010,"2,232,894   ","1,312,769   ","1,179,529   ","133,240   "
29,Missouri,2010,"4,625,084   ","3,035,790   ","2,749,454   ","286,336   "
30,Montana,2010,"778,695   ","501,695   ","465,750   ","35,945   "
31,Nebraska,2010,"1,390,474   ","993,916   ","947,668   ","46,248   "
32,Nevada,2010,"2,075,656   ","1,364,267   ","1,183,268   ","180,999   "
33,New Hampshire,2010,"1,053,483   ","736,516   ","691,838   ","44,678   "
34,New Jersey,2010,"6,884,202   ","4,586,241   ","4,142,277   ","443,964   "
35,New Mexico,2010,"1,568,422   ","935,251   ","861,949   ","73,302   "
36,New York,2010,"15,380,232   ","9,633,208   ","8,790,756   ","842,452   "
37,North Carolina,2010,"7,319,503   ","4,649,009   ","4,145,612   ","503,397   "
38,North Dakota,2010,"524,891   ","383,034   ","369,028   ","14,006   "
39,Ohio,2010,"8,968,620   ","5,849,583   ","5,263,158   ","586,425   "
40,Oklahoma,2010,"2,842,070   ","1,770,824   ","1,656,154   ","114,670   "
41,Oregon,2010,"3,031,811   ","1,984,302   ","1,774,138   ","210,164   "
42,Pennsylvania,2010,"10,072,684   ","6,363,081   ","5,844,268   ","518,813   "
44,Rhode Island,2010,"842,519   ","571,220   ","504,776   ","66,444   "
45,South Carolina,2010,"3,573,592   ","2,170,408   ","1,929,604   ","240,804   "
46,South Dakota,2010,"617,358   ","441,257   ","419,777   ","21,480   "
47,Tennessee,2010,"4,928,415   ","3,094,834   ","2,791,618   ","303,216   "
48,Texas,2010,"18,609,726   ","12,277,840   ","11,264,356   ","1,013,484   "
49,Utah,2010,"1,959,474   ","1,348,500   ","1,237,065   ","111,435   "
50,Vermont,2010,"507,462   ","359,040   ","336,678   ","22,362   "
51,Virginia,2010,"6,166,252   ","4,156,228   ","3,872,674   ","283,554   "
53,Washington,2010,"5,245,555   ","3,519,536   ","3,167,286   ","352,250   "
54,West Virginia,2010,"1,482,418   ","810,914   ","742,558   ","68,356   "
55,Wisconsin,2010,"4,434,796   ","3,080,138   ","2,820,966   ","259,172   "
56,Wyoming,2010,"433,615   ","304,987   ","283,998   ","20,989   "
01,Alabama,2011,"3,732,306   ","2,218,250   ","2,006,247   ","212,003   "
02,Alaska,2011,"528,312   ","363,636   ","335,936   ","27,700   "
04,Arizona,2011,"4,905,317   ","3,016,524   ","2,729,835   ","286,689   "
05,Arkansas,2011,"2,251,806   ","1,356,755   ","1,249,876   ","106,879   "
06,California,2011,"28,959,521   ","18,357,603   ","16,202,933   ","2,154,670   "
08,Colorado,2011,"3,922,230   ","2,733,075   ","2,495,770   ","237,305   "
09,Connecticut,2011,"2,832,864   ","1,919,324   ","1,746,327   ","172,997   "
10,Delaware,2011,"711,575   ","442,773   ","409,905   ","32,868   "
11,District of Columbia,2011,"514,871   ","348,987   ","313,812   ","35,175   "
12,Florida,2011,"15,189,526   ","9,279,259   ","8,335,096   ","944,163   "
13,Georgia,2011,"7,378,938   ","4,729,160   ","4,254,859   ","474,301   "
15,Hawaii,2011,"1,060,400   ","667,209   ","622,433   ","44,776   "
16,Idaho,2011,"1,180,287   ","767,689   ","702,881   ","64,808   "
17,Illinois,2011,"9,967,052   ","6,580,943   ","5,937,379   ","643,564   "
18,Indiana,2011,"5,003,550   ","3,191,909   ","2,906,966   ","284,943   "
19,Iowa,2011,"2,377,080   ","1,671,059   ","1,577,432   ","93,627   "
20,Kansas,2011,"2,162,911   ","1,498,139   ","1,402,910   ","95,229   "
21,Kentucky,2011,"3,372,629   ","2,062,869   ","1,869,474   ","193,395   "
22,Louisiana,2011,"3,477,384   ","2,083,959   ","1,930,909   ","153,050   "
23,Maine,2011,"1,080,191   ","700,374   ","646,030   ","54,344   "
24,Maryland,2011,"4,563,018   ","3,100,402   ","2,874,611   ","225,791   "
25,Massachusetts,2011,"5,306,141   ","3,487,104   ","3,234,776   ","252,328   "
26,Michigan,2011,"7,761,417   ","4,670,031   ","4,196,711   ","473,320   "
27,Minnesota,2011,"4,152,802   ","2,958,544   ","2,764,588   ","193,956   "
28,Mississippi,2011,"2,243,904   ","1,346,785   ","1,214,986   ","131,799   "
29,Missouri,2011,"4,647,293   ","3,025,993   ","2,766,502   ","259,491   "
30,Montana,2011,"784,646   ","502,271   ","468,962   ","33,309   "
31,Nebraska,2011,"1,401,470   ","1,005,791   ","961,685   ","44,106   "
32,Nevada,2011,"2,090,275   ","1,359,376   ","1,182,933   ","176,443   "
33,New Hampshire,2011,"1,060,970   ","736,771   ","696,369   ","40,402   "
34,New Jersey,2011,"6,951,446   ","4,598,213   ","4,166,134   ","432,079   "
35,New Mexico,2011,"1,584,599   ","929,841   ","862,811   ","67,030   "
36,New York,2011,"15,550,270   ","9,579,458   ","8,778,550   ","800,908   "
37,North Carolina,2011,"7,398,842   ","4,648,299   ","4,165,997   ","482,302   "
38,North Dakota,2011,"534,114   ","389,585   ","376,621   ","12,964   "
39,Ohio,2011,"9,002,663   ","5,771,877   ","5,266,770   ","505,107   "
40,Oklahoma,2011,"2,864,544   ","1,765,766   ","1,667,463   ","98,303   "
41,Oregon,2011,"3,065,849   ","1,989,954   ","1,801,886   ","188,068   "
42,Pennsylvania,2011,"10,137,202   ","6,386,783   ","5,894,981   ","491,802   "
44,Rhode Island,2011,"848,017   ","564,949   ","502,241   ","62,708   "
45,South Carolina,2011,"3,602,934   ","2,173,678   ","1,948,705   ","224,973   "
46,South Dakota,2011,"623,073   ","442,747   ","422,548   ","20,199   "
47,Tennessee,2011,"4,973,907   ","3,119,227   ","2,837,073   ","282,154   "
48,Texas,2011,"18,949,657   ","12,480,064   ","11,476,396   ","1,003,668   "
49,Utah,2011,"1,993,024   ","1,347,315   ","1,250,230   ","97,085   "
50,Vermont,2011,"512,030   ","358,219   ","338,836   ","19,383   "
51,Virginia,2011,"6,245,860   ","4,192,637   ","3,928,933   ","263,704   "
53,Washington,2011,"5,312,094   ","3,487,058   ","3,157,944   ","329,114   "
54,West Virginia,2011,"1,486,154   ","807,080   ","744,741   ","62,339   "
55,Wisconsin,2011,"4,461,682   ","3,075,876   ","2,843,946   ","231,930   "
56,Wyoming,2011,"436,577   ","304,709   ","286,180   ","18,529   "
01,Alabama,2012,"3,758,978   ","2,192,633   ","2,013,627   ","179,006   "
02,Alaska,2012,"534,528   ","363,415   ","337,578   ","25,837   "
04,Arizona,2012,"4,967,681   ","3,009,328   ","2,756,907   ","252,421   "
05,Arkansas,2012,"2,262,181   ","1,348,128   ","1,250,496   ","97,632   "
06,California,2012,"29,307,984   ","18,478,740   ","16,557,964   ","1,920,776   "
08,Colorado,2012,"3,987,951   ","2,751,262   ","2,531,740   ","219,522   "
09,Connecticut,2012,"2,852,386   ","1,893,565   ","1,734,913   ","158,652   "
10,Delaware,2012,"719,558   ","445,464   ","414,456   ","31,008   "
11,District of Columbia,2012,"524,395   ","362,244   ","329,836   ","32,408   "
12,Florida,2012,"15,400,661   ","9,316,928   ","8,509,232   ","807,696   "
13,Georgia,2012,"7,472,757   ","4,768,696   ","4,338,585   ","430,111   "
15,Hawaii,2012,"1,074,063   ","657,904   ","619,739   ","38,165   "
16,Idaho,2012,"1,195,422   ","775,321   ","716,985   ","58,336   "
17,Illinois,2012,"10,024,540   ","6,602,634   ","6,007,490   ","595,144   "
18,Indiana,2012,"5,034,031   ","3,175,828   ","2,915,218   ","260,610   "
19,Iowa,2012,"2,391,958   ","1,661,436   ","1,578,155   ","83,281   "
20,Kansas,2012,"2,176,419   ","1,491,424   ","1,406,954   ","84,470   "
21,Kentucky,2012,"3,391,671   ","2,063,320   ","1,894,198   ","169,122   "
22,Louisiana,2012,"3,501,852   ","2,092,246   ","1,951,999   ","140,247   "
23,Maine,2012,"1,083,937   ","702,134   ","651,499   ","50,635   "
24,Maryland,2012,"4,619,229   ","3,130,219   ","2,914,791   ","215,428   "
25,Massachusetts,2012,"5,371,254   ","3,515,452   ","3,279,919   ","235,533   "
26,Michigan,2012,"7,803,320   ","4,687,366   ","4,262,190   ","425,176   "
27,Minnesota,2012,"4,189,315   ","2,955,246   ","2,787,823   ","167,423   "
28,Mississippi,2012,"2,251,764   ","1,331,110   ","1,213,864   ","117,246   "
29,Missouri,2012,"4,667,411   ","2,997,679   ","2,784,300   ","213,379   "
30,Montana,2012,"791,441   ","508,195   ","478,785   ","29,410   "
31,Nebraska,2012,"1,413,770   ","1,016,840   ","977,263   ","39,577   "
32,Nevada,2012,"2,118,507   ","1,366,169   ","1,208,913   ","157,256   "
33,New Hampshire,2012,"1,070,181   ","741,240   ","700,723   ","40,517   "
34,New Jersey,2012,"7,012,697   ","4,628,608   ","4,191,480   ","437,128   "
35,New Mexico,2012,"1,595,348   ","932,723   ","867,952   ","64,771   "
